Date-Time,Crowd Index Level
2018-09-26 08:00,1
2018-09-26 12:00,1
2018-09-26 13:00,1
2018-09-26 14:00,1
2018-09-26 15:00,1
2018-09-26 16:00,1
2018-09-26 17:00,1
2018-09-26 18:00,1
2018-09-26 19:00,1
2018-09-26 20:00,1
2018-09-26 21:00,1
