Date-Time,Crowd Index Level
2018-09-26 08:39:40,1
2018-09-26 12:08:34,1
2018-09-26 13:13:52,1
2018-09-26 14:19:13,1
2018-09-26 15:24:36,1
2018-09-26 16:29:53,1
2018-09-26 17:35:13,1
2018-09-26 18:40:34,1
2018-09-26 19:45:57,1
2018-09-26 20:51:18,1
2018-09-26 21:56:39,1
