Date-Time,Crowd Index Level
2018-09-26 08:40:30,2
2018-09-26 12:09:25,4
2018-09-26 13:14:44,2
2018-09-26 14:20:05,3
2018-09-26 15:25:27,2
2018-09-26 16:30:44,2
2018-09-26 17:36:06,4
2018-09-26 18:41:27,3
2018-09-26 19:46:48,1
2018-09-26 20:52:12,1
2018-09-26 21:57:30,1
