Date-Time,Crowd Index Level
2018-09-26 08:38:51,1
2018-09-26 12:07:42,1
2018-09-26 13:13:01,1
2018-09-26 14:18:19,1
2018-09-26 15:23:44,1
2018-09-26 16:29:03,1
2018-09-26 17:34:22,2
2018-09-26 18:39:43,2
2018-09-26 19:45:05,1
2018-09-26 20:50:27,1
2018-09-26 21:55:48,1
